FL_DATE,MKT_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_WAC,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_WAC,CRS_DEP_TIME,DEP_TIME,CRS_ARR_TIME,ARR_TIME,CANCELLED,DIVERTED,DISTANCE
01/05/2022 00:00,NK,2,ORD,"Chicago, IL",IL,41,FLL,"Fort Lauderdale, FL",FL,33,515,537,921,946,0,0,1182
01/05/2022 00:00,WN,2,DAL,"Dallas, TX",TX,74,MCI,"Kansas City, MO",MO,64,825,822,1000,940,0,0,461
01/05/2022 00:00,WN,2,HOU,"Houston, TX",TX,74,DAL,"Dallas, TX",TX,74,630,633,735,729,0,0,239
01/05/2022 00:00,WN,2,MCI,"Kansas City, MO",MO,64,RSW,"Fort Myers, FL",FL,33,1040,1057,1420,1435,0,0,1155
01/06/2022 00:00,AA,2,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,800,1220,1617,2029,0,0,2475
01/06/2022 00:00,AS,2,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,1400,,2158,,1,0,2329
01/06/2022 00:00,B6,2,FLL,"Fort Lauderdale, FL",FL,33,JFK,"New York, NY",NY,22,1115,1109,1405,1346,0,0,1069
01/01/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1735,1814,2045,2136,0,0,2329
01/01/2022 00:00,HA,3,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,955,1040,1400,1433,0,0,2556
01/01/2022 00:00,NK,3,ORD,"Chicago, IL",IL,41,FLL,"Fort Lauderdale, FL",FL,33,715,710,1126,1110,0,0,1182
01/02/2022 00:00,AA,3,JFK,"New York, NY",NY,22,LAX,"Los Angeles, CA",CA,91,1030,1025,1358,1341,0,0,2475
01/02/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1735,1748,2045,2114,0,0,2329
01/02/2022 00:00,HA,3,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,955,949,1400,1350,0,0,2556
01/02/2022 00:00,NK,3,ORD,"Chicago, IL",IL,41,FLL,"Fort Lauderdale, FL",FL,33,715,,1126,,1,0,1182
01/03/2022 00:00,AA,3,JFK,"New York, NY",NY,22,LAX,"Los Angeles, CA",CA,91,1030,1026,1358,1353,0,0,2475
01/03/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1735,1940,2045,2347,0,0,2329
01/03/2022 00:00,G4,3,ATW,"Appleton, WI",WI,45,LAS,"Las Vegas, NV",NV,85,600,644,755,826,0,0,1510
01/03/2022 00:00,HA,3,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,955,948,1400,1335,0,0,2556
01/03/2022 00:00,NK,3,ORD,"Chicago, IL",IL,41,FLL,"Fort Lauderdale, FL",FL,33,715,846,1126,1237,0,0,1182
01/04/2022 00:00,AA,3,JFK,"New York, NY",NY,22,LAX,"Los Angeles, CA",CA,91,1130,1127,1502,1444,0,0,2475
01/04/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1730,1728,2038,2038,0,0,2329
01/04/2022 00:00,HA,3,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,955,947,1400,1330,0,0,2556
01/04/2022 00:00,NK,3,ORD,"Chicago, IL",IL,41,FLL,"Fort Lauderdale, FL",FL,33,715,717,1126,1127,0,0,1182
01/04/2022 00:00,WN,3,DAL,"Dallas, TX",TX,74,HOU,"Houston, TX",TX,74,800,759,915,856,0,0,239
01/04/2022 00:00,WN,3,HOU,"Houston, TX",TX,74,LGB,"Long Beach, CA",CA,91,955,1019,1135,1144,0,0,1374
01/04/2022 00:00,WN,3,LGB,"Long Beach, CA",CA,91,SMF,"Sacramento, CA",CA,91,1210,1225,1335,1345,0,0,387
01/05/2022 00:00,AA,3,JFK,"New York, NY",NY,22,LAX,"Los Angeles, CA",CA,91,1130,1211,1502,1531,0,0,2475
01/05/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1730,1753,2038,2103,0,0,2329
01/05/2022 00:00,HA,3,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,955,951,1400,1308,0,0,2556
01/05/2022 00:00,WN,3,DAL,"Dallas, TX",TX,74,HOU,"Houston, TX",TX,74,800,755,915,853,0,0,239
01/05/2022 00:00,WN,3,HOU,"Houston, TX",TX,74,LGB,"Long Beach, CA",CA,91,955,1022,1135,1155,0,0,1374
01/05/2022 00:00,WN,3,LGB,"Long Beach, CA",CA,91,SMF,"Sacramento, CA",CA,91,1210,1233,1335,1359,0,0,387
01/06/2022 00:00,AA,3,JFK,"New York, NY",NY,22,LAX,"Los Angeles, CA",CA,91,1130,1123,1502,1438,0,0,2475
01/06/2022 00:00,AS,3,DCA,"Washington, DC",VA,38,SEA,"Seattle, WA",WA,93,1730,1733,2038,2111,0,0,2329
01/01/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,834,857,1630,1648,0,0,2329
01/01/2022 00:00,HA,4,HNL,"Honolulu, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2220,2243,545,602,0,0,2556
01/02/2022 00:00,AA,4,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,600,558,1422,1421,0,0,2475
01/02/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,834,835,1630,1607,0,0,2329
01/02/2022 00:00,HA,4,HNL,"Honolulu, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2220,2240,545,557,0,0,2556
01/02/2022 00:00,WN,4,DAL,"Dallas, TX",TX,74,LBB,"Lubbock, TX",TX,74,900,909,1010,1013,0,0,293
01/02/2022 00:00,WN,4,HOU,"Houston, TX",TX,74,DAL,"Dallas, TX",TX,74,700,658,805,816,0,0,239
01/03/2022 00:00,AA,4,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,600,557,1422,1415,0,0,2475
01/03/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,834,,1630,,1,0,2329
01/03/2022 00:00,HA,4,HNL,"Honolulu, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2220,2236,545,601,0,0,2556
01/03/2022 00:00,WN,4,DAL,"Dallas, TX",TX,74,LBB,"Lubbock, TX",TX,74,900,,1010,,1,0,293
01/03/2022 00:00,WN,4,HOU,"Houston, TX",TX,74,DAL,"Dallas, TX",TX,74,700,,805,,1,0,239
01/04/2022 00:00,AA,4,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,600,552,1416,1351,0,0,2475
01/04/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,830,832,1630,1620,0,0,2329
01/04/2022 00:00,HA,4,HNL,"Honolulu, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2220,2222,545,536,0,0,2556
01/05/2022 00:00,AA,4,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,600,557,1416,1403,0,0,2475
01/05/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,830,848,1630,1637,0,0,2329
01/05/2022 00:00,HA,4,HNL,"Honolulu, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2220,2233,545,541,0,0,2556
01/06/2022 00:00,AA,4,LAX,"Los Angeles, CA",CA,91,JFK,"New York, NY",NY,22,600,555,1416,1358,0,0,2475
01/06/2022 00:00,AS,4,SEA,"Seattle, WA",WA,93,DCA,"Washington, DC",VA,38,830,840,1630,1615,0,0,2329
01/01/2022 00:00,AA,5,DFW,"Dallas/Fort Worth, TX",TX,74,HNL,"Honolulu, HI",HI,2,1230,1229,1706,1644,0,0,3784
01/01/2022 00:00,AS,5,DCA,"Washington, DC",VA,38,LAX,"Los Angeles, CA",CA,91,915,916,1210,1157,0,0,2311
01/02/2022 00:00,AA,5,DFW,"Dallas/Fort Worth, TX",TX,74,HNL,"Honolulu, HI",HI,2,1230,1254,1706,1717,0,0,3784
01/02/2022 00:00,AS,5,DCA,"Washington, DC",VA,38,LAX,"Los Angeles, CA",CA,91,915,919,1210,1225,0,0,2311
01/02/2022 00:00,HA,5,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,1715,1715,2150,2214,0,0,2762
01/02/2022 00:00,WN,5,DAL,"Dallas, TX",TX,74,HOU,"Houston, TX",TX,74,800,800,915,905,0,0,239
01/03/2022 00:00,AA,5,DFW,"Dallas/Fort Worth, TX",TX,74,HNL,"Honolulu, HI",HI,2,1230,1235,1706,1643,0,0,3784
01/03/2022 00:00,AS,5,DCA,"Washington, DC",VA,38,LAX,"Los Angeles, CA",CA,91,915,2301,1210,155,0,0,2311
01/03/2022 00:00,HA,5,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,1715,1715,2150,2119,0,0,2762
01/03/2022 00:00,WN,5,DAL,"Dallas, TX",TX,74,HOU,"Houston, TX",TX,74,800,811,915,915,0,0,239
01/04/2022 00:00,HA,5,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,1710,1727,2145,2122,0,0,2762
01/05/2022 00:00,AS,5,DCA,"Washington, DC",VA,38,LAX,"Los Angeles, CA",CA,91,915,921,1210,1219,0,0,2311
01/05/2022 00:00,HA,5,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,1710,1718,2145,2058,0,0,2762
01/06/2022 00:00,AS,5,DCA,"Washington, DC",VA,38,LAX,"Los Angeles, CA",CA,91,915,1013,1210,1318,0,0,2311
01/01/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,2000,1951,705,648,0,0,3711
01/01/2022 00:00,AS,6,LAX,"Los Angeles, CA",CA,91,DCA,"Washington, DC",VA,38,1310,1312,2059,2045,0,0,2311
01/01/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1839,1906,2144,2209,0,0,1065
01/01/2022 00:00,NK,6,FLL,"Fort Lauderdale, FL",FL,33,ORD,"Chicago, IL",IL,41,1635,1637,1856,1915,0,0,1182
01/02/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,2000,2016,705,718,0,0,3711
01/02/2022 00:00,AS,6,LAX,"Los Angeles, CA",CA,91,DCA,"Washington, DC",VA,38,1310,1328,2059,2114,0,0,2311
01/02/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1800,1831,2105,2155,0,0,1065
01/02/2022 00:00,HA,6,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,745,810,1535,1541,0,0,2762
01/02/2022 00:00,NK,6,FLL,"Fort Lauderdale, FL",FL,33,ORD,"Chicago, IL",IL,41,1635,1713,1856,1924,0,0,1182
01/03/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,2000,2033,705,746,0,0,3711
01/03/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1800,1951,2105,2251,0,0,1065
01/03/2022 00:00,G4,6,LAS,"Las Vegas, NV",NV,85,IDA,"Idaho Falls, ID",ID,83,620,637,903,912,0,0,538
01/03/2022 00:00,HA,6,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,745,757,1535,1550,0,0,2762
01/03/2022 00:00,NK,6,FLL,"Fort Lauderdale, FL",FL,33,ORD,"Chicago, IL",IL,41,1635,1632,1856,1856,0,0,1182
01/04/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1852,1854,556,554,0,0,3711
01/04/2022 00:00,AS,6,LAX,"Los Angeles, CA",CA,91,DCA,"Washington, DC",VA,38,1305,1301,2059,2053,0,0,2311
01/04/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1800,2145,2105,46,0,0,1065
01/04/2022 00:00,HA,6,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,745,755,1530,1536,0,0,2762
01/04/2022 00:00,NK,6,FLL,"Fort Lauderdale, FL",FL,33,ORD,"Chicago, IL",IL,41,1635,1632,1856,1902,0,0,1182
01/05/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1852,1848,556,536,0,0,3711
01/05/2022 00:00,AS,6,LAX,"Los Angeles, CA",CA,91,DCA,"Washington, DC",VA,38,1305,1259,2059,2045,0,0,2311
01/05/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1615,1639,1922,1922,0,0,1065
01/05/2022 00:00,HA,6,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,745,757,1530,1545,0,0,2762
01/06/2022 00:00,AA,6,OGG,"Kahului, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1852,1940,556,618,0,0,3711
01/06/2022 00:00,AS,6,LAX,"Los Angeles, CA",CA,91,DCA,"Washington, DC",VA,38,1305,1257,2059,2106,0,0,2311
01/06/2022 00:00,B6,6,FLL,"Fort Lauderdale, FL",FL,33,EWR,"Newark, NJ",NJ,21,1615,1629,1922,1920,0,0,1065
01/01/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,1230,1240,1701,1646,0,0,3711
01/01/2022 00:00,AS,7,JFK,"New York, NY",NY,22,SEA,"Seattle, WA",WA,93,730,739,1059,1103,0,0,2422
01/01/2022 00:00,HA,7,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,945,946,1420,1411,0,0,2762
01/02/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,920,930,1353,1314,0,0,3711
01/02/2022 00:00,AS,7,JFK,"New York, NY",NY,22,SEA,"Seattle, WA",WA,93,730,831,1059,1234,0,0,2422
01/02/2022 00:00,HA,7,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,945,945,1420,1413,0,0,2762
01/03/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,920,917,1353,1310,0,0,3711
01/03/2022 00:00,AS,7,JFK,"New York, NY",NY,22,SEA,"Seattle, WA",WA,93,730,729,1059,1122,0,0,2422
01/03/2022 00:00,G4,7,IDA,"Idaho Falls, ID",ID,83,LAS,"Las Vegas, NV",NV,85,1430,1528,1510,1627,0,0,538
01/03/2022 00:00,HA,7,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,945,938,1420,1351,0,0,2762
01/04/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,920,917,1344,1331,0,0,3711
01/04/2022 00:00,HA,7,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,945,945,1420,1358,0,0,2762
01/05/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,920,937,1344,1332,0,0,3711
01/05/2022 00:00,HA,7,LAS,"Las Vegas, NV",NV,85,HNL,"Honolulu, HI",HI,2,945,945,1420,1355,0,0,2762
01/06/2022 00:00,AA,7,DFW,"Dallas/Fort Worth, TX",TX,74,OGG,"Kahului, HI",HI,2,920,930,1344,1333,0,0,3711
01/06/2022 00:00,AS,7,JFK,"New York, NY",NY,22,SEA,"Seattle, WA",WA,93,730,728,1055,1111,0,0,2422
01/01/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1945,1953,706,704,0,0,3784
01/01/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,800,,1610,,1,0,2402
01/01/2022 00:00,HA,8,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,2335,2327,715,703,0,0,2762
01/01/2022 00:00,WN,8,PHX,"Phoenix, AZ",AZ,81,MCO,"Orlando, FL",FL,33,1415,1426,2010,2013,0,0,1849
01/02/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1945,1950,706,658,0,0,3784
01/02/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,800,812,1610,1556,0,0,2402
01/02/2022 00:00,HA,8,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,2335,2329,715,717,0,0,2762
01/03/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1945,1943,706,652,0,0,3784
01/03/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,800,753,1610,1544,0,0,2402
01/03/2022 00:00,G4,8,IDA,"Idaho Falls, ID",ID,83,PDX,"Portland, OR",OR,92,948,953,1028,1052,0,0,539
01/03/2022 00:00,HA,8,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,2335,2332,715,655,0,0,2762
01/04/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1840,1830,554,529,0,0,3784
01/04/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,755,757,1610,1533,0,0,2402
01/04/2022 00:00,HA,8,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,2335,2328,715,704,0,0,2762
01/05/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1840,1841,554,542,0,0,3784
01/05/2022 00:00,AS,8,EWR,"Newark, NJ",NJ,21,SEA,"Seattle, WA",WA,93,1710,1712,2030,2012,0,0,2402
01/05/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,755,754,1610,1555,0,0,2402
01/05/2022 00:00,HA,8,HNL,"Honolulu, HI",HI,2,LAS,"Las Vegas, NV",NV,85,2335,2338,715,716,0,0,2762
01/06/2022 00:00,AA,8,HNL,"Honolulu, HI",HI,2,DFW,"Dallas/Fort Worth, TX",TX,74,1840,1841,554,539,0,0,3784
01/06/2022 00:00,AS,8,EWR,"Newark, NJ",NJ,21,SEA,"Seattle, WA",WA,93,1710,1708,2030,2033,0,0,2402
01/06/2022 00:00,AS,8,SEA,"Seattle, WA",WA,93,EWR,"Newark, NJ",NJ,21,755,800,1610,1543,0,0,2402
01/01/2022 00:00,AS,9,MCO,"Orlando, FL",FL,33,SEA,"Seattle, WA",WA,93,700,709,1030,1014,0,0,2554
01/01/2022 00:00,HA,9,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,1705,1657,2115,2115,0,0,2556
01/01/2022 00:00,WN,9,LAS,"Las Vegas, NV",NV,85,ELP,"El Paso, TX",TX,74,905,900,1145,1133,0,0,583
01/01/2022 00:00,WN,9,SJC,"San Jose, CA",CA,91,LAS,"Las Vegas, NV",NV,85,635,631,805,745,0,0,386
01/02/2022 00:00,AS,9,MCO,"Orlando, FL",FL,33,SEA,"Seattle, WA",WA,93,700,701,1030,1053,0,0,2554
01/02/2022 00:00,HA,9,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,1705,1710,2115,2054,0,0,2556
01/03/2022 00:00,AS,9,MCO,"Orlando, FL",FL,33,SEA,"Seattle, WA",WA,93,700,659,1030,1025,0,0,2554
01/03/2022 00:00,G4,9,PDX,"Portland, OR",OR,92,IDA,"Idaho Falls, ID",ID,83,1113,1216,1345,1439,0,0,539
01/03/2022 00:00,HA,9,LAX,"Los Angeles, CA",CA,91,HNL,"Honolulu, HI",HI,2,1705,1718,2115,2105,0,0,2556
